,0
88,"And of the blue, and purple, and scarlet, they made cloths of service, to do service in the holy place, and made the holy garments for Aaron; as the LORD commanded Moses.  And he made the ephod of gold, blue, and purple, and scarlet, and fine twined linen.  And they did beat the gold into thin plates, and cut it into wires, to work it in the blue, and in the purple, and in the scarlet, and in the fine linen, with cunning work.  They made shoulderpieces for it, to couple it together And the curious girdle of his ephod, that was upon it, was of the same, according to the work thereof; of gold, blue, and purple, and scarlet, and fine twined linen; as the LORD commanded Moses.  And they wrought onyx stones inclosed in ouches of gold, graven, as signets are graven, with the names of the children of Israel.  And he put them on the shoulders of the ephod, that they should be stones for a memorial to the children of Israel; as the LORD commanded Moses.  And he made the breastplate of cunning work, like the work of the ephod; of gold, blue, and purple, and scarlet, and fine twined linen.  It was foursquare; they made the breastplate double And they set in it four rows of stones And the second row, an emerald, a sapphire, and a diamond.  And the third row, a ligure, an agate, and an amethyst.  And the fourth row, a beryl, an onyx, and a jasper And the stones were according to the names of the children of Israel, twelve, according to their names, like the engravings of a signet, every one with his name, according to the twelve tribes.  And they made upon the breastplate chains at the ends, of wreathen work of pure gold.  And they made two ouches of gold, and two gold rings; and put the two rings in the two ends of the breastplate.  And they put the two wreathen chains of gold in the two rings on the ends of the breastplate.  And the two ends of the two wreathen chains they fastened in the two ouches, and put them on the shoulderpieces of the ephod, before it.  And they made two rings of gold, and put them on the two ends of the breastplate, upon the border of it, which was on the side of the ephod inward.  And they made two other golden rings, and put them on the two sides of the ephod underneath, toward the forepart of it, over against the other coupling thereof, above the curious girdle of the ephod.  And they did bind the breastplate by his rings unto the rings of the ephod with a lace of blue, that it might be above the curious girdle of the ephod, and that the breastplate might not be loosed from the ephod; as the LORD commanded Moses.  And he made the robe of the ephod of woven work, all of blue.  And there was an hole in the midst of the robe, as the hole of an habergeon, with a band round about the hole, that it should not rend.  And they made upon the hems of the robe pomegranates of blue, and purple, and scarlet, and twined linen.  And they made bells of pure gold, and put the bells between the pomegranates upon the hem of the robe, round about between the pomegranates;  And they made coats of fine linen of woven work for Aaron, and for his sons,  And they made the plate of the holy crown of pure gold, and wrote upon it a writing, like to the engravings of a signet, HOLINESS TO THE LORD.  And they tied unto it a lace of blue, to fasten it on high upon the mitre; as the LORD commanded Moses.  Thus was all the work of the tabernacle of the tent of the congregation finished And they brought the tabernacle unto Moses, the tent, and all his furniture, his taches, his boards, his bars, and his pillars, and his sockets,  According to all that the LORD commanded Moses, so the children of Israel made all the work.  And Moses did look upon all the work, and, behold, they had done it as the LORD had commanded, even so had they done it "
89,"And the LORD spake unto Moses, saying,  And thou shalt put therein the ark of the testimony, and cover the ark with the vail.  And thou shalt bring in the table, and set in order the things that are to be set in order upon it; and thou shalt bring in the candlestick, and light the lamps thereof.  And thou shalt set the altar of gold for the incense before the ark of the testimony, and put the hanging of the door to the tabernacle.  And thou shalt set the altar of the burnt offering before the door of the tabernacle of the tent of the congregation.  And thou shalt set the laver between the tent of the congregation and the altar, and shalt put water therein.  And thou shalt set up the court round about, and hang up the hanging at the court gate.  And thou shalt take the anointing oil, and anoint the tabernacle, and all that is therein, and shalt hallow it, and all the vessels thereof And thou shalt anoint the altar of the burnt offering, and all his vessels, and sanctify the altar And thou shalt anoint the laver and his foot, and sanctify it.  And thou shalt bring Aaron and his sons unto the door of the tabernacle of the congregation, and wash them with water.  And thou shalt put upon Aaron the holy garments, and anoint him, and sanctify him; that he may minister unto me in the priest's office.  And thou shalt bring his sons, and clothe them with coats Thus did Moses And it came to pass in the first month in the second year, on the first day of the month, that the tabernacle was reared up.  And Moses reared up the tabernacle, and fastened his sockets, and set up the boards thereof, and put in the bars thereof, and reared up his pillars.  And he spread abroad the tent over the tabernacle, and put the covering of the tent above upon it; as the LORD commanded Moses.  And he took and put the testimony into the ark, and set the staves on the ark, and put the mercy seat above upon the ark And he put the table in the tent of the congregation, upon the side of the tabernacle northward, without the vail.  And he set the bread in order upon it before the LORD; as the LORD had commanded Moses.  And he put the candlestick in the tent of the congregation, over against the table, on the side of the tabernacle southward.  And he lighted the lamps before the LORD; as the LORD commanded Moses.  And he put the golden altar in the tent of the congregation before the vail And he set up the hanging at the door of the tabernacle.  And he put the altar of burnt offering by the door of the tabernacle of the tent of the congregation, and offered upon it the burnt offering and the meat offering; as the LORD commanded Moses.  And he set the laver between the tent of the congregation and the altar, and put water there, to wash withal.  And Moses and Aaron and his sons washed their hands and their feet thereat And he reared up the court round about the tabernacle and the altar, and set up the hanging of the court gate. So Moses finished the work.  Then a cloud covered the tent of the congregation, and the glory of the LORD filled the tabernacle.  And Moses was not able to enter into the tent of the congregation, because the cloud abode thereon, and the glory of the LORD filled the tabernacle.  And when the cloud was taken up from over the tabernacle, the children of Israel went onward in all their journeys "
90,"And the LORD called unto Moses, and spake unto him out of the 			 			 tabernacle of the congregation, saying,  If his offering be a burnt sacrifice of the herd, let him offer a 			 			 male without blemish And he shall put his hand upon the head of the burnt offering; and 			 			 it shall be accepted for him to make atonement for him.  And he shall kill the bullock before the LORD And he shall flay the burnt offering, and cut it into his pieces.  And the sons of Aaron the priest shall put fire upon the altar, 			 			 and lay the wood in order upon the fire And if his offering be of the flocks, namely, of the sheep, or of 			 			 the goats, for a burnt sacrifice; he shall bring it a male without 			 			 blemish.  And he shall kill it on the side of the altar northward before 			 			 the LORD And he shall cut it into his pieces, with his head and his fat And if the burnt sacrifice for his offering to the LORD be of 			 			 fowls, then he shall bring his offering of turtledoves, or of young 			 			 pigeons.  And the priest shall bring it unto the altar, and wring off his 			 			 head, and burn it on the altar; and the blood thereof shall be wrung 			 			 out at the side of the altar "
91,"And when any will offer a meat offering unto the LORD, his 			 			 offering shall be of fine flour; and he shall pour oil upon it, and 			 			 put frankincense thereon And if thou bring an oblation of a meat offering baken in the 			 			 oven, it shall be unleavened cakes of fine flour mingled with oil, or 			 			 unleavened wafers anointed with oil.  And if thy oblation be a meat offering baken in a pan, it shall be 			 			 of fine flour unleavened, mingled with oil.  Thou shalt part it in pieces, and pour oil thereon And if thy oblation be a meat offering baken in the fryingpan, it 			 			 shall be made of fine flour with oil.  And thou shalt bring the meat offering that is made of these 			 			 things unto the LORD And the priest shall take from the meat offering a memorial 			 			 thereof, and shall burn it upon the altar And that which is left of the meat offering shall be Aaron's and 			 			 his sons' No meat offering, which ye shall bring unto the LORD, shall be 			 			 made with leaven As for the oblation of the firstfruits, ye shall offer them unto 			 			 the LORD And every oblation of thy meat offering shalt thou season with 			 			 salt; neither shalt thou suffer the salt of the covenant of thy God to 			 			 be lacking from thy meat offering And if thou offer a meat offering of thy firstfruits unto the 			 			 LORD, thou shalt offer for the meat offering of thy firstfruits green 			 			 ears of corn dried by the fire, even corn beaten out of full ears.  And thou shalt put oil upon it, and lay frankincense thereon And the priest shall burn the memorial of it, part of the beaten 			 			 corn thereof, and part of the oil thereof, with all the frankincense 			 			 thereof "
92,"And if his oblation be a sacrifice of peace offering, if he offer 			 			 it of the herd; whether it be a male or female, he shall offer it 			 			 without blemish before the LORD.  And he shall lay his hand upon the head of his offering, and kill 			 			 it at the door of the tabernacle of the congregation And he shall offer of the sacrifice of the peace offering an 			 			 offering made by fire unto the LORD; the fat that covereth the 			 			 inwards, and all the fat that is upon the inwards,  And Aaron's sons shall burn it on the altar upon the burnt 			 			 sacrifice, which is upon the wood that is on the fire And if his offering for a sacrifice of peace offering unto the 			 			 LORD be of the flock; male or female, he shall offer it without 			 			 blemish.  If he offer a lamb for his offering, then shall he offer it before 			 			 the LORD.  And he shall lay his hand upon the head of his offering, and kill 			 			 it before the tabernacle of the congregation And he shall offer of the sacrifice of the peace offering an 			 			 offering made by fire unto the LORD; the fat thereof, and the whole 			 			 rump, it shall he take off hard by the backbone; and the fat that 			 			 covereth the inwards, and all the fat that is upon the inwards,  And the priest shall burn it upon the altar And if his offering be a goat, then he shall offer it before the 			 			 LORD.  And he shall lay his hand upon the head of it, and kill it before 			 			 the tabernacle of the congregation And he shall offer thereof his offering, even an offering made by 			 			 fire unto the LORD; the fat that covereth the inwards, and all the fat 			 			 that is upon the inwards,  And the priest shall burn them upon the altar It shall be a perpetual statute for your generations throughout 			 			 all your dwellings, that ye eat neither fat nor blood.  "
93,"And the LORD spake unto Moses, saying,  And he shall bring the bullock unto the door of the tabernacle of 			 			 the congregation before the LORD; and shall lay his hand upon the 			 			 bullock's head, and kill the bullock before the LORD.  And the priest that is anointed shall take of the bullock's blood, 			 			 and bring it to the tabernacle of the congregation And the priest shall put some of the blood upon the horns of the 			 			 altar of sweet incense before the LORD, which is in the tabernacle of 			 			 the congregation; and shall pour all the blood of the bullock at the 			 			 bottom of the altar of the burnt offering, which is at the door of the 			 			 tabernacle of the congregation.  And he shall take off from it all the fat of the bullock for the 			 			 sin offering; the fat that covereth the inwards, and all the fat that 			 			 is upon the inwards,  And the skin of the bullock, and all his flesh, with his head, 			 			 and with his legs, and his inwards, and his dung,  And if the whole congregation of Israel sin through ignorance, 			 			 and the thing be hid from the eyes of the assembly, and they have done 			 			 somewhat against any of the commandments of the LORD concerning things 			 			 which should not be done, and are guilty;  And the elders of the congregation shall lay their hands upon the 			 			 head of the bullock before the LORD And the priest that is anointed shall bring of the bullock's 			 			 blood to the tabernacle of the congregation And he shall put some of the blood upon the horns of the altar 			 			 which is before the LORD, that is in the tabernacle of the 			 			 congregation, and shall pour out all the blood at the bottom of the 			 			 altar of the burnt offering, which is at the door of the tabernacle of 			 			 the congregation.  And he shall take all his fat from him, and burn it upon the 			 			 altar.  And he shall do with the bullock as he did with the bullock for a 			 			 sin offering, so shall he do with this And he shall carry forth the bullock without the camp, and burn 			 			 him as he burned the first bullock When a ruler hath sinned, and done somewhat through ignorance 			 			 against any of the commandments of the LORD his God concerning things 			 			 which should not be done, and is guilty;  And the priest shall take of the blood of the sin offering with 			 			 his finger, and put it upon the horns of the altar of burnt offering, 			 			 and shall pour out his blood at the bottom of the altar of burnt 			 			 offering.  And he shall burn all his fat upon the altar, as the fat of the 			 			 sacrifice of peace offerings And if any one of the common people sin through ignorance, while 			 			 he doeth somewhat against any of the commandments of the LORD 			 			 concerning things which ought not to be done, and be guilty;  And he shall lay his hand upon the head of the sin offering, and 			 			 slay the sin offering in the place of the burnt offering.  And the priest shall take of the blood thereof with his finger, 			 			 and put it upon the horns of the altar of burnt offering, and shall 			 			 pour out all the blood thereof at the bottom of the altar.  And he shall take away all the fat thereof, as the fat is taken 			 			 away from off the sacrifice of peace offerings; and the priest shall 			 			 burn it upon the altar for a sweet savour unto the LORD; and the 			 			 priest shall make an atonement for him, and it shall be forgiven him.  And if he bring a lamb for a sin offering, he shall bring it a 			 			 female without blemish.  And he shall lay his hand upon the head of the sin offering, and 			 			 slay it for a sin offering in the place where they kill the burnt 			 			 offering.  And the priest shall take of the blood of the sin offering with 			 			 his finger, and put it upon the horns of the altar of burnt offering, 			 			 and shall pour out all the blood thereof at the bottom of the altar "
94,"And if a soul sin, and hear the voice of swearing, and is a 			 			 witness, whether he hath seen or known of it; if he do not utter it, 			 			 then he shall bear his iniquity.  Or if a soul touch any unclean thing, whether it be a carcase of 			 			 an unclean beast, or a carcase of unclean cattle, or the carcase of 			 			 unclean creeping things, and if it be hidden from him; he also shall 			 			 be unclean, and guilty.  Or if he touch the uncleanness of man, whatsoever uncleanness it 			 			 be that a man shall be defiled withal, and it be hid from him; when he 			 			 knoweth of it, then he shall be guilty.  Or if a soul swear, pronouncing with his lips to do evil, or to do 			 			 good, whatsoever it be that a man shall pronounce with an oath, and it 			 			 be hid from him; when he knoweth of it, then he shall be guilty in one 			 			 of these.  And it shall be, when he shall be guilty in one of these things, 			 			 that he shall confess that he hath sinned in that thing And if he be not able to bring a lamb, then he shall bring for his 			 			 trespass, which he hath committed, two turtledoves, or two young 			 			 pigeons, unto the LORD; one for a sin offering, and the other for a 			 			 burnt offering.  And he shall bring them unto the priest, who shall offer that 			 			 which is for the sin offering first, and wring off his head from his 			 			 neck, but shall not divide it asunder And he shall offer the second for a burnt offering, according to 			 			 the manner But if he be not able to bring two turtledoves, or two young 			 			 pigeons, then he that sinned shall bring for his offering the tenth 			 			 part of an ephah of fine flour for a sin offering; he shall put no oil 			 			 upon it, neither shall he put any frankincense thereon Then shall he bring it to the priest, and the priest shall take 			 			 his handful of it, even a memorial thereof, and burn it on the altar, 			 			 according to the offerings made by fire unto the LORD And the priest shall make an atonement for him as touching his 			 			 sin that he hath sinned in one of these, and it shall be forgiven him And the LORD spake unto Moses, saying,  And he shall make amends for the harm that he hath done in the 			 			 holy thing, and shall add the fifth part thereto, and give it unto the 			 			 priest And if a soul sin, and commit any of these things which are 			 			 forbidden to be done by the commandments of the LORD; though he wist 			 			 it not, yet is he guilty, and shall bear his iniquity.  And he shall bring a ram without blemish out of the flock, with 			 			 thy estimation, for a trespass offering, unto the priest It is a trespass offering "
95,"And the LORD spake unto Moses, saying,  And he shall bring his trespass offering unto the LORD, a ram 			 			 without blemish out of the flock, with thy estimation, for a trespass 			 			 offering, unto the priest And the LORD spake unto Moses, saying,  And the priest shall put on his linen garment, and his linen 			 			 breeches shall he put upon his flesh, and take up the ashes which the 			 			 fire hath consumed with the burnt offering on the altar, and he shall 			 			 put them beside the altar.  And he shall put off his garments, and put on other garments, and 			 			 carry forth the ashes without the camp unto a clean place.  And the fire upon the altar shall be burning in it; it shall not 			 			 be put out The fire shall ever be burning upon the altar; it shall never go 			 			 out.  And this is the law of the meat offering And he shall take of it his handful, of the flour of the meat 			 			 offering, and of the oil thereof, and all the frankincense which is 			 			 upon the meat offering, and shall burn it upon the altar for a sweet 			 			 savour, even the memorial of it, unto the LORD.  And the remainder thereof shall Aaron and his sons eat It shall not be baken with leaven. I have given it unto them for 			 			 their portion of my offerings made by fire; it is most holy, as is the 			 			 sin offering, and as the trespass offering.  All the males among the children of Aaron shall eat of it. It 			 			 shall be a statute for ever in your generations concerning the 			 			 offerings of the LORD made by fire And the LORD spake unto Moses, saying,  In a pan it shall be made with oil; and when it is baken, thou 			 			 shalt bring it in And the priest of his sons that is anointed in his stead shall 			 			 offer it For every meat offering for the priest shall be wholly burnt And the LORD spake unto Moses, saying,  The priest that offereth it for sin shall eat it Whatsoever shall touch the flesh thereof shall be holy But the earthen vessel wherein it is sodden shall be broken All the males among the priests shall eat thereof And no sin offering, whereof any of the blood is brought into the 			 			 tabernacle of the congregation to reconcile withal in the holy place, 			 			 shall be eaten "
96,"Likewise this is the law of the trespass offering In the place where they kill the burnt offering shall they kill 			 			 the trespass offering And he shall offer of it all the fat thereof; the rump, and the 			 			 fat that covereth the inwards,  Every male among the priests shall eat thereof As the sin offering is, so is the trespass offering And the priest that offereth any man's burnt offering, even the 			 			 priest shall have to himself the skin of the burnt offering which he 			 			 hath offered.  And all the meat offering that is baken in the oven, and all that 			 			 is dressed in the fryingpan, and in the pan, shall be the priest's 			 			 that offereth it.  And every meat offering, mingled with oil, and dry, shall all the 			 			 sons of Aaron have, one as much as another.  And this is the law of the sacrifice of peace offerings, which he 			 			 shall offer unto the LORD.  If he offer it for a thanksgiving, then he shall offer with the 			 			 sacrifice of thanksgiving unleavened cakes mingled with oil, and 			 			 unleavened wafers anointed with oil, and cakes mingled with oil, of 			 			 fine flour, fried.  Besides the cakes, he shall offer for his offering leavened bread 			 			 with the sacrifice of thanksgiving of his peace offerings.  And of it he shall offer one out of the whole oblation for an 			 			 heave offering unto the LORD, and it shall be the priest's that 			 			 sprinkleth the blood of the peace offerings.  And the flesh of the sacrifice of his peace offerings for 			 			 thanksgiving shall be eaten the same day that it is offered; he shall 			 			 not leave any of it until the morning.  But if the sacrifice of his offering be a vow, or a voluntary 			 			 offering, it shall be eaten the same day that he offereth his 			 			 sacrifice And if any of the flesh of the sacrifice of his peace offerings 			 			 be eaten at all on the third day, it shall not be accepted, neither 			 			 shall it be imputed unto him that offereth it And the flesh that toucheth any unclean thing shall not be eaten; 			 			 it shall be burnt with fire But the soul that eateth of the flesh of the sacrifice of peace 			 			 offerings, that pertain unto the LORD, having his uncleanness upon 			 			 him, even that soul shall be cut off from his people.  Moreover the soul that shall touch any unclean thing, as the 			 			 uncleanness of man, or any unclean beast, or any abominable unclean 			 			 thing, and eat of the flesh of the sacrifice of peace offerings, which 			 			 pertain unto the LORD, even that soul shall be cut off from his 			 			 people.  And the LORD spake unto Moses, saying,  And the fat of the beast that dieth of itself, and the fat of 			 			 that which is torn with beasts, may be used in any other use For whosoever eateth the fat of the beast, of which men offer an 			 			 offering made by fire unto the LORD, even the soul that eateth it 			 			 shall be cut off from his people.  Moreover ye shall eat no manner of blood, whether it be of fowl 			 			 or of beast, in any of your dwellings.  Whatsoever soul it be that eateth any manner of blood, even that 			 			 soul shall be cut off from his people.  And the LORD spake unto Moses, saying,  His own hands shall bring the offerings of the LORD made by fire, 			 			 the fat with the breast, it shall he bring, that the breast may be 			 			 waved for a wave offering before the LORD.  And the priest shall burn the fat upon the altar And the right shoulder shall ye give unto the priest for an heave 			 			 offering of the sacrifices of your peace offerings.  He among the sons of Aaron, that offereth the blood of the peace 			 			 offerings, and the fat, shall have the right shoulder for his part.  For the wave breast and the heave shoulder have I taken of the 			 			 children of Israel from off the sacrifices of their peace offerings, 			 			 and have given them unto Aaron the priest and unto his sons by a 			 			 statute for ever from among the children of Israel.  This is the portion of the anointing of Aaron, and of the 			 			 anointing of his sons, out of the offerings of the LORD made by fire, 			 			 in the day when he presented them to minister unto the LORD in the 			 			 priest's office;  This is the law of the burnt offering, of the meat offering, and 			 			 of the sin offering, and of the trespass offering, and of the 			 			 consecrations, and of the sacrifice of the peace offerings;  "
97,"And the LORD spake unto Moses, saying,  And Moses did as the LORD commanded him; and the assembly was 			 			 gathered together unto the door of the tabernacle of the congregation.  And Moses said unto the congregation, This is the thing which the 			 			 LORD commanded to be done.  And Moses brought Aaron and his sons, and washed them with water.  And he put upon him the coat, and girded him with the girdle, and 			 			 clothed him with the robe, and put the ephod upon him, and he girded 			 			 him with the curious girdle of the ephod, and bound it unto him 			 			 therewith.  And he put the breastplate upon him And he put the mitre upon his head; also upon the mitre, even upon 			 			 his forefront, did he put the golden plate, the holy crown; as the 			 			 LORD commanded Moses.  And Moses took the anointing oil, and anointed the tabernacle and 			 			 all that was therein, and sanctified them.  And he sprinkled thereof upon the altar seven times, and anointed 			 			 the altar and all his vessels, both the laver and his foot, to 			 			 sanctify them.  And he poured of the anointing oil upon Aaron's head, and 			 			 anointed him, to sanctify him.  And Moses brought Aaron's sons, and put coats upon them, and 			 			 girded them with girdles, and put bonnets upon them; as the LORD 			 			 commanded Moses.  And he brought the bullock for the sin offering And he slew it; and Moses took the blood, and put it upon the 			 			 horns of the altar round about with his finger, and purified the 			 			 altar, and poured the blood at the bottom of the altar, and sanctified 			 			 it, to make reconciliation upon it.  And he took all the fat that was upon the inwards, and the caul 			 			 above the liver, and the two kidneys, and their fat, and Moses burned 			 			 it upon the altar.  But the bullock, and his hide, his flesh, and his dung, he burnt 			 			 with fire without the camp; as the LORD commanded Moses.  And he brought the ram for the burnt offering And he killed it; and Moses sprinkled the blood upon the altar 			 			 round about.  And he cut the ram into pieces; and Moses burnt the head, and the 			 			 pieces, and the fat.  And he washed the inwards and the legs in water; and Moses burnt 			 			 the whole ram upon the altar And he brought the other ram, the ram of consecration And he slew it; and Moses took of the blood of it, and put it 			 			 upon the tip of Aaron's right ear, and upon the thumb of his right 			 			 hand, and upon the great toe of his right foot.  And he brought Aaron's sons, and Moses put of the blood upon the 			 			 tip of their right ear, and upon the thumbs of their right hands, and 			 			 upon the great toes of their right feet And he took the fat, and the rump, and all the fat that was upon 			 			 the inwards, and the caul above the liver, and the two kidneys, and 			 			 their fat, and the right shoulder And Moses took them from off their hands, and burnt them on the 			 			 altar upon the burnt offering And Moses took the breast, and waved it for a wave offering 			 			 before the LORD And Moses took of the anointing oil, and of the blood which was 			 			 upon the altar, and sprinkled it upon Aaron, and upon his garments, 			 			 and upon his sons, and upon his sons' garments with him; and 			 			 sanctified Aaron, and his garments, and his sons, and his sons' 			 			 garments with him.  And Moses said unto Aaron and to his sons, Boil the flesh at the 			 			 door of the tabernacle of the congregation And that which remaineth of the flesh and of the bread shall ye 			 			 burn with fire.  And ye shall not go out of the door of the tabernacle of the 			 			 congregation in seven days, until the days of your consecration be at 			 			 an end As he hath done this day, so the LORD hath commanded to do, to 			 			 make an atonement for you.  Therefore shall ye abide at the door of the tabernacle of the 			 			 congregation day and night seven days, and keep the charge of the 			 			 LORD, that ye die not So Aaron and his sons did all things which the LORD commanded by 			 			 the hand of Moses.  "
98,"And it came to pass on the eighth day, that Moses called Aaron and 			 			 his sons, and the elders of Israel;  And unto the children of Israel thou shalt speak, saying, Take ye 			 			 a kid of the goats for a sin offering; and a calf and a lamb, both of 			 			 the first year, without blemish, for a burnt offering;  And they brought that which Moses commanded before the tabernacle 			 			 of the congregation And Moses said, This is the thing which the LORD commanded that ye 			 			 should do And Moses said unto Aaron, Go unto the altar, and offer thy sin 			 			 offering, and thy burnt offering, and make an atonement for thyself, 			 			 and for the people Aaron therefore went unto the altar, and slew the calf of the sin 			 			 offering, which was for himself.  And the sons of Aaron brought the blood unto him And the flesh and the hide he burnt with fire without the camp.  And he slew the burnt offering; and Aaron's sons presented unto 			 			 him the blood, which he sprinkled round about upon the altar.  And they presented the burnt offering unto him, with the pieces 			 			 thereof, and the head And he did wash the inwards and the legs, and burnt them upon the 			 			 burnt offering on the altar.  And he brought the people's offering, and took the goat, which 			 			 was the sin offering for the people, and slew it, and offered it for 			 			 sin, as the first.  And he brought the burnt offering, and offered it according to 			 			 the manner.  And he brought the meat offering, and took an handful thereof, 			 			 and burnt it upon the altar, beside the burnt sacrifice of the 			 			 morning.  He slew also the bullock and the ram for a sacrifice of peace 			 			 offerings, which was for the people And Aaron lifted up his hand toward the people, and blessed them, 			 			 and came down from offering of the sin offering, and the burnt 			 			 offering, and peace offerings.  And Moses and Aaron went into the tabernacle of the congregation, 			 			 and came out, and blessed the people And there came a fire out from before the LORD, and consumed upon 			 			 the altar the burnt offering and the fat "
99,"And Nadab and Abihu, the sons of Aaron, took either of them his 			 			 censer, and put fire therein, and put incense thereon, and offered 			 			 strange fire before the LORD, which he commanded them not.  And there went out fire from the LORD, and devoured them, and 			 			 they died before the LORD.  Then Moses said unto Aaron, This is it that the LORD spake, 			 			 saying, I will be sanctified in them that come nigh me, and before all 			 			 the people I will be glorified. And Aaron held his peace.  And Moses called Mishael and Elzaphan, the sons of Uzziel the 			 			 uncle of Aaron, and said unto them, Come near, carry your brethren 			 			 from before the sanctuary out of the camp.  So they went near, and carried them in their coats out of the 			 			 camp; as Moses had said.  And Moses said unto Aaron, and unto Eleazar and unto Ithamar, his 			 			 sons, Uncover not your heads, neither rend your clothes; lest ye die, 			 			 and lest wrath come upon all the people And ye shall not go out from the door of the tabernacle of the 			 			 congregation, lest ye die And the LORD spake unto Aaron, saying,  And Moses spake unto Aaron, and unto Eleazar and unto Ithamar, 			 			 his sons that were left, Take the meat offering that remaineth of the 			 			 offerings of the LORD made by fire, and eat it without leaven beside 			 			 the altar And the wave breast and heave shoulder shall ye eat in a clean 			 			 place; thou, and thy sons, and thy daughters with thee The heave shoulder and the wave breast shall they bring with the 			 			 offerings made by fire of the fat, to wave it for a wave offering 			 			 before the LORD; and it shall be thine, and thy sons' with thee, by a 			 			 statute for ever; as the LORD hath commanded.  And Moses diligently sought the goat of the sin offering, and, 			 			 behold, it was burnt And Aaron said unto Moses, Behold, this day have they offered 			 			 their sin offering and their burnt offering before the LORD; and such 			 			 things have befallen me "
100,"And the LORD spake unto Moses and to Aaron, saying unto them, 			 			  Whatsoever parteth the hoof, and is clovenfooted, and cheweth the 			 			 cud, among the beasts, that shall ye eat.  Nevertheless these shall ye not eat of them that chew the cud, or 			 			 of them that divide the hoof And the coney, because he cheweth the cud, but divideth not the 			 			 hoof; he is unclean unto you.  And the hare, because he cheweth the cud, but divideth not the 			 			 hoof; he is unclean unto you.  And the swine, though he divide the hoof, and be clovenfooted, 			 			 yet he cheweth not the cud; he is unclean to you.  Of their flesh shall ye not eat, and their carcase shall ye not 			 			 touch; they are unclean to you.  These shall ye eat of all that are in the waters And all that have not fins and scales in the seas, and in the 			 			 rivers, of all that move in the waters, and of any living thing which 			 			 is in the waters, they shall be an abomination unto you Whatsoever hath no fins nor scales in the waters, that shall be 			 			 an abomination unto you.  And these are they which ye shall have in abomination among the 			 			 fowls; they shall not be eaten, they are an abomination All fowls that creep, going upon all four, shall be an 			 			 abomination unto you.  Yet these may ye eat of every flying creeping thing that goeth 			 			 upon all four, which have legs above their feet, to leap withal upon 			 			 the earth;  But all other flying creeping things, which have four feet, 			 			 shall be an abomination unto you.  And for these ye shall be unclean And whosoever beareth ought of the carcase of them shall wash 			 			 his clothes, and be unclean until the even.  The carcases of every beast which divideth the hoof, and is not 			 			 clovenfooted, nor cheweth the cud, are unclean unto you And whatsoever goeth upon his paws, among all manner of beasts 			 			 that go on all four, those are unclean unto you And he that beareth the carcase of them shall wash his clothes, 			 			 and be unclean until the even These also shall be unclean unto you among the creeping things 			 			 that creep upon the earth; the weasel, and the mouse, and the tortoise 			 			 after his kind,  These are unclean to you among all that creep And upon whatsoever any of them, when they are dead, doth fall, 			 			 it shall be unclean; whether it be any vessel of wood, or raiment, or 			 			 skin, or sack, whatsoever vessel it be, wherein any work is done, it 			 			 must be put into water, and it shall be unclean until the even; so it 			 			 shall be cleansed.  And every earthen vessel, whereinto any of them falleth, 			 			 whatsoever is in it shall be unclean; and ye shall break it.  Of all meat which may be eaten, that on which such water cometh 			 			 shall be unclean And every thing whereupon any part of their carcase falleth 			 			 shall be unclean; whether it be oven, or ranges for pots, they shall 			 			 be broken down Nevertheless a fountain or pit, wherein there is plenty of 			 			 water, shall be clean And if any part of their carcase fall upon any sowing seed which 			 			 is to be sown, it shall be clean.  But if any water be put upon the seed, and any part of their 			 			 carcase fall thereon, it shall be unclean unto you.  And if any beast, of which ye may eat, die; he that toucheth the 			 			 carcase thereof shall be unclean until the even.  And he that eateth of the carcase of it shall wash his clothes, 			 			 and be unclean until the even And every creeping thing that creepeth upon the earth shall be 			 			 an abomination; it shall not be eaten.  Whatsoever goeth upon the belly, and whatsoever goeth upon all 			 			 four, or whatsoever hath more feet among all creeping things that 			 			 creep upon the earth, them ye shall not eat; for they are an 			 			 abomination.  Ye shall not make yourselves abominable with any creeping thing 			 			 that creepeth, neither shall ye make yourselves unclean with them, 			 			 that ye should be defiled thereby.  For I am the LORD your God For I am the LORD that bringeth you up out of the land of Egypt, 			 			 to be your God This is the law of the beasts, and of the fowl, and of every 			 			 living creature that moveth in the waters, and of every creature that 			 			 creepeth upon the earth "
101,"And the LORD spake unto Moses, saying,  And in the eighth day the flesh of his foreskin shall be 			 			 circumcised.  And she shall then continue in the blood of her purifying three 			 			 and thirty days; she shall touch no hallowed thing, nor come into the 			 			 sanctuary, until the days of her purifying be fulfilled.  But if she bear a maid child, then she shall be unclean two 			 			 weeks, as in her separation And when the days of her purifying are fulfilled, for a son, or 			 			 for a daughter, she shall bring a lamb of the first year for a burnt 			 			 offering, and a young pigeon, or a turtledove, for a sin offering, 			 			 unto the door of the tabernacle of the congregation, unto the priest And if she be not able to bring a lamb, then she shall bring two 			 			 turtles, or two young pigeons; the one for the burnt offering, and the 			 			 other for a sin offering "
