,0
2479,"And if the priest look on the plague of the scall, and, behold, 			 			 it be not in sight deeper than the skin, and that there is no black 			 			 hair in it; then the priest shall shut up him that hath the plague of 			 			 the scall seven days"
2480,But if the scall spread much in the skin after his cleansing; 			 			 
2481,"But if the scall be in his sight at a stay, and that there is 			 			 black hair grown up therein; the scall is healed, he is clean"
2482,"If a man also or a woman have in the skin of their flesh bright 			 			 spots, even white bright spots; "
2483,"And the man whose hair is fallen off his head, he is bald; yet 			 			 is he clean. "
2484,"And he that hath his hair fallen off from the part of his head 			 			 toward his face, he is forehead bald"
2485,"And if there be in the bald head, or bald forehead, a white 			 			 reddish sore; it is a leprosy sprung up in his bald head, or his bald 			 			 forehead. "
2486,Then the priest shall look upon it
2487,"And the leper in whom the plague is, his clothes shall be rent, 			 			 and his head bare, and he shall put a covering upon his upper lip, and 			 			 shall cry, Unclean, unclean. "
2488,All the days wherein the plague shall be in him he shall be 			 			 defiled; he is unclean
2489,"The garment also that the plague of leprosy is in, whether it be 			 			 a woollen garment, or a linen garment; "
2490,"He shall therefore burn that garment, whether warp or woof, in 			 			 woollen or in linen, or any thing of skin, wherein the plague is"
2491,"And if the priest shall look, and, behold, the plague be not 			 			 spread in the garment, either in the warp, or in the woof, or in any 			 			 thing of skin; "
2492,"And if the priest look, and, behold, the plague be somewhat dark 			 			 after the washing of it; then he shall rend it out of the garment, or 			 			 out of the skin, or out of the warp, or out of the woof"
2493,"And the garment, either warp, or woof, or whatsoever thing of 			 			 skin it be, which thou shalt wash, if the plague be departed from 			 			 them, then it shall be washed the second time, and shall be clean. "
2494,"This is the law of the plague of leprosy in a garment of woollen 			 			 or linen, either in the warp, or woof, or any thing of skins, to 			 			 pronounce it clean, or to pronounce it unclean. "
2495,"And the LORD spake unto Moses, saying, "
2496,"And he that is to be cleansed shall wash his clothes, and shave 			 			 off all his hair, and wash himself in water, that he may be clean"
2497,"But it shall be on the seventh day, that he shall shave all his 			 			 hair off his head and his beard and his eyebrows, even all his hair he 			 			 shall shave off"
2498,"And on the eighth day he shall take two he lambs without 			 			 blemish, and one ewe lamb of the first year without blemish, and three 			 			 tenth deals of fine flour for a meat offering, mingled with oil, and 			 			 one log of oil. "
2499,"And the priest that maketh him clean shall present the man that 			 			 is to be made clean, and those things, before the LORD, at the door of 			 			 the tabernacle of the congregation"
2500,"And the priest shall offer the sin offering, and make an 			 			 atonement for him that is to be cleansed from his uncleanness; and 			 			 afterward he shall kill the burnt offering"
2501,"And if he be poor, and cannot get so much; then he shall take 			 			 one lamb for a trespass offering to be waved, to make an atonement for 			 			 him, and one tenth deal of fine flour mingled with oil for a meat 			 			 offering, and a log of oil; "
2502,"And he shall bring them on the eighth day for his cleansing unto 			 			 the priest, unto the door of the tabernacle of the congregation, 			 			 before the LORD. "
2503,"And the priest shall take the lamb of the trespass offering, and 			 			 the log of oil, and the priest shall wave them for a wave offering 			 			 before the LORD"
2504,"And he shall offer the one of the turtledoves, or of the young 			 			 pigeons, such as he can get; "
2505,"This is the law of him in whom is the plague of leprosy, whose 			 			 hand is not able to get that which pertaineth to his cleansing. "
2506,"And the LORD spake unto Moses and unto Aaron, saying, "
2507,"And if the plague come again, and break out in the house, after 			 			 that he hath taken away the stones, and after he hath scraped the 			 			 house, and after it is plaistered; "
2508,"And he shall break down the house, the stones of it, and the 			 			 timber thereof, and all the morter of the house; and he shall carry 			 			 them forth out of the city into an unclean place. "
2509,Moreover he that goeth into the house all the while that it is 			 			 shut up shall be unclean until the even. 
2510,And he that lieth in the house shall wash his clothes; and he 			 			 that eateth in the house shall wash his clothes. 
2511,"And if the priest shall come in, and look upon it, and, behold, 			 			 the plague hath not spread in the house, after the house was 			 			 plaistered"
2512,"And he shall take to cleanse the house two birds, and cedar 			 			 wood, and scarlet, and hyssop"
2513,"This is the law for all manner of plague of leprosy, and scall, 			 			 "
2514,"And the LORD spake unto Moses and to Aaron, saying, "
2515,And this shall be his uncleanness in his issue
2516,"Every bed, whereon he lieth that hath the issue, is unclean"
2517,"And whosoever toucheth his bed shall wash his clothes, and bathe 			 			 himself in water, and be unclean until the even. "
2518,"And he that sitteth on any thing whereon he sat that hath the 			 			 issue shall wash his clothes, and bathe himself in water, and be 			 			 unclean until the even. "
2519,"And he that toucheth the flesh of him that hath the issue shall 			 			 wash his clothes, and bathe himself in water, and be unclean until the 			 			 even. "
2520,"And if he that hath the issue spit upon him that is clean; then 			 			 he shall wash his clothes, and bathe himself in water, and be unclean 			 			 until the even. "
2521,And what saddle soever he rideth upon that hath the issue shall 			 			 be unclean. 
2522,And whosoever toucheth any thing that was under him shall be 			 			 unclean until the even
2523,"And whomsoever he toucheth that hath the issue, and hath not 			 			 rinsed his hands in water, he shall wash his clothes, and bathe 			 			 himself in water, and be unclean until the even. "
2524,"And the vessel of earth, that he toucheth which hath the issue, 			 			 shall be broken"
2525,"And when he that hath an issue is cleansed of his issue; then he 			 			 shall number to himself seven days for his cleansing, and wash his 			 			 clothes, and bathe his flesh in running water, and shall be clean. "
2526,"And on the eighth day he shall take to him two turtledoves, or 			 			 two young pigeons, and come before the LORD unto the door of the 			 			 tabernacle of the congregation, and give them unto the priest"
2527,"And if any man's seed of copulation go out from him, then he 			 			 shall wash all his flesh in water, and be unclean until the even. "
2528,"And every garment, and every skin, whereon is the seed of 			 			 copulation, shall be washed with water, and be unclean until the even. "
2529,"The woman also with whom man shall lie with seed of copulation, 			 			 they shall both bathe themselves in water, and be unclean until the 			 			 even. "
2530,"And if a woman have an issue, and her issue in her flesh be 			 			 blood, she shall be put apart seven days"
2531,And every thing that she lieth upon in her separation shall be 			 			 unclean
2532,"And whosoever toucheth her bed shall wash his clothes, and bathe 			 			 himself in water, and be unclean until the even. "
2533,"And whosoever toucheth any thing that she sat upon shall wash 			 			 his clothes, and bathe himself in water, and be unclean until the 			 			 even. "
2534,"And if it be on her bed, or on any thing whereon she sitteth, 			 			 when he toucheth it, he shall be unclean until the even. "
2535,"And if any man lie with her at all, and her flowers be upon him, 			 			 he shall be unclean seven days; and all the bed whereon he lieth shall 			 			 be unclean. "
2536,"And if a woman have an issue of her blood many days out of the 			 			 time of her separation, or if it run beyond the time of her 			 			 separation; all the days of the issue of her uncleanness shall be as 			 			 the days of her separation"
2537,Every bed whereon she lieth all the days of her issue shall be 			 			 unto her as the bed of her separation
2538,"And whosoever toucheth those things shall be unclean, and shall 			 			 wash his clothes, and bathe himself in water, and be unclean until the 			 			 even. "
2539,"But if she be cleansed of her issue, then she shall number to 			 			 herself seven days, and after that she shall be clean. "
2540,"And on the eighth day she shall take unto her two turtles, or 			 			 two young pigeons, and bring them unto the priest, to the door of the 			 			 tabernacle of the congregation. "
2541,"And the priest shall offer the one for a sin offering, and the 			 			 other for a burnt offering; and the priest shall make an atonement for 			 			 her before the LORD for the issue of her uncleanness. "
2542,"Thus shall ye separate the children of Israel from their 			 			 uncleanness; that they die not in their uncleanness, when they defile 			 			 my tabernacle that is among them. "
2543,"This is the law of him that hath an issue, and of him whose seed 			 			 goeth from him, and is defiled therewith; "
2544,"And the LORD spake unto Moses after the death of the two sons of 			 			 Aaron, when they offered before the LORD, and died; "
2545,Thus shall Aaron come into the holy place
2546,"He shall put on the holy linen coat, and he shall have the linen 			 			 breeches upon his flesh, and shall be girded with a linen girdle, and 			 			 with the linen mitre shall he be attired"
2547,"And he shall take of the congregation of the children of Israel 			 			 two kids of the goats for a sin offering, and one ram for a burnt 			 			 offering. "
2548,"And Aaron shall offer his bullock of the sin offering, which is 			 			 for himself, and make an atonement for himself, and for his house. "
2549,"And he shall take the two goats, and present them before the LORD 			 			 at the door of the tabernacle of the congregation. "
2550,"And Aaron shall cast lots upon the two goats; one lot for the 			 			 LORD, and the other lot for the scapegoat. "
2551,"And Aaron shall bring the goat upon which the LORD's lot fell, 			 			 and offer him for a sin offering. "
2552,"But the goat, on which the lot fell to be the scapegoat, shall 			 			 be presented alive before the LORD, to make an atonement with him, and 			 			 to let him go for a scapegoat into the wilderness. "
2553,"And Aaron shall bring the bullock of the sin offering, which is 			 			 for himself, and shall make an atonement for himself, and for his 			 			 house, and shall kill the bullock of the sin offering which is for 			 			 himself"
2554,"Then shall he kill the goat of the sin offering, that is for the 			 			 people, and bring his blood within the vail, and do with that blood as 			 			 he did with the blood of the bullock, and sprinkle it upon the mercy 			 			 seat, and before the mercy seat"
2555,"And there shall be no man in the tabernacle of the congregation 			 			 when he goeth in to make an atonement in the holy place, until he come 			 			 out, and have made an atonement for himself, and for his household, 			 			 and for all the congregation of Israel. "
2556,"And he shall go out unto the altar that is before the LORD, and 			 			 make an atonement for it; and shall take of the blood of the bullock, 			 			 and of the blood of the goat, and put it upon the horns of the altar 			 			 round about. "
2557,"And he shall sprinkle of the blood upon it with his finger seven 			 			 times, and cleanse it, and hallow it from the uncleanness of the 			 			 children of Israel. "
2558,"And when he hath made an end of reconciling the holy place, and 			 			 the tabernacle of the congregation, and the altar, he shall bring the 			 			 live goat"
2559,"And Aaron shall come into the tabernacle of the congregation, 			 			 and shall put off the linen garments, which he put on when he went 			 			 into the holy place, and shall leave them there"
2560,And the fat of the sin offering shall he burn upon the altar. 
2561,"And he that let go the goat for the scapegoat shall wash his 			 			 clothes, and bathe his flesh in water, and afterward come into the 			 			 camp. "
2562,"And the bullock for the sin offering, and the goat for the sin 			 			 offering, whose blood was brought in to make atonement in the holy 			 			 place, shall one carry forth without the camp; and they shall burn in 			 			 the fire their skins, and their flesh, and their dung. "
2563,"And he that burneth them shall wash his clothes, and bathe his 			 			 flesh in water, and afterward he shall come into the camp. "
2564,And this shall be a statute for ever unto you
2565,"It shall be a sabbath of rest unto you, and ye shall afflict 			 			 your souls, by a statute for ever. "
2566,"And the priest, whom he shall anoint, and whom he shall 			 			 consecrate to minister in the priest's office in his father's stead, 			 			 shall make the atonement, and shall put on the linen clothes, even the 			 			 holy garments"
2567,"And this shall be an everlasting statute unto you, to make an 			 			 atonement for the children of Israel for all their sins once a year. 			 			 And he did as the LORD commanded Moses. "
2568,"And the LORD spake unto Moses, saying, "
2569,"And the priest shall sprinkle the blood upon the altar of the 			 			 LORD at the door of the tabernacle of the congregation, and burn the 			 			 fat for a sweet savour unto the LORD. "
2570,"And they shall no more offer their sacrifices unto devils, after 			 			 whom they have gone a whoring. This shall be a statute for ever unto 			 			 them throughout their generations. "
2571,"And thou shalt say unto them, Whatsoever man there be of the 			 			 house of Israel, or of the strangers which sojourn among you, that 			 			 offereth a burnt offering or sacrifice, "
2572,"And whatsoever man there be of the house of Israel, or of the 			 			 strangers that sojourn among you, that eateth any manner of blood; I 			 			 will even set my face against that soul that eateth blood, and will 			 			 cut him off from among his people. "
2573,For the life of the flesh is in the blood
2574,"Therefore I said unto the children of Israel, No soul of you 			 			 shall eat blood, neither shall any stranger that sojourneth among you 			 			 eat blood. "
2575,"And whatsoever man there be of the children of Israel, or of the 			 			 strangers that sojourn among you, which hunteth and catcheth any beast 			 			 or fowl that may be eaten; he shall even pour out the blood thereof, 			 			 and cover it with dust. "
2576,For it is the life of all flesh; the blood of it is for the life 			 			 thereof
2577,"And every soul that eateth that which died of itself, or that 			 			 which was torn with beasts, whether it be one of your own country, or 			 			 a stranger, he shall both wash his clothes, and bathe himself in 			 			 water, and be unclean until the even"
2578,"But if he wash them not, nor bathe his flesh; then he shall bear 			 			 his iniquity. "
2579,"And the LORD spake unto Moses, saying, "
2580,"After the doings of the land of Egypt, wherein ye dwelt, shall ye 			 			 not do"
2581,"Ye shall do my judgments, and keep mine ordinances, to walk 			 			 therein"
2582,"Ye shall therefore keep my statutes, and my judgments"
2583,"None of you shall approach to any that is near of kin to him, to 			 			 uncover their nakedness"
2584,"The nakedness of thy father, or the nakedness of thy mother, 			 			 shalt thou not uncover"
2585,The nakedness of thy father's wife shalt thou not uncover
2586,"The nakedness of thy sister, the daughter of thy father, or 			 			 daughter of thy mother, whether she be born at home, or born abroad, 			 			 even their nakedness thou shalt not uncover. "
2587,"The nakedness of thy son's daughter, or of thy daughter's 			 			 daughter, even their nakedness thou shalt not uncover"
2588,"The nakedness of thy father's wife's daughter, begotten of thy 			 			 father, she is thy sister, thou shalt not uncover her nakedness. "
2589,Thou shalt not uncover the nakedness of thy father's sister
2590,Thou shalt not uncover the nakedness of thy mother's sister
2591,"Thou shalt not uncover the nakedness of thy father's brother, 			 			 thou shalt not approach to his wife"
2592,Thou shalt not uncover the nakedness of thy daughter in law
2593,Thou shalt not uncover the nakedness of thy brother's wife
2594,"Thou shalt not uncover the nakedness of a woman and her 			 			 daughter, neither shalt thou take her son's daughter, or her 			 			 daughter's daughter, to uncover her nakedness; for they are her near 			 			 kinswomen"
2595,"Neither shalt thou take a wife to her sister, to vex her, to 			 			 uncover her nakedness, beside the other in her life time. "
2596,"Also thou shalt not approach unto a woman to uncover her 			 			 nakedness, as long as she is put apart for her uncleanness. "
2597,"Moreover thou shalt not lie carnally with thy neighbour's wife, 			 			 to defile thyself with her. "
2598,"And thou shalt not let any of thy seed pass through the fire to 			 			 Molech, neither shalt thou profane the name of thy God"
2599,"Thou shalt not lie with mankind, as with womankind"
2600,Neither shalt thou lie with any beast to defile thyself 			 			 therewith
2601,Defile not ye yourselves in any of these things
2602,"Ye shall therefore keep my statutes and my judgments, and shall 			 			 not commit any of these abominations; neither any of your own nation, 			 			 nor any stranger that sojourneth among you"
2603,"For whosoever shall commit any of these abominations, even the 			 			 souls that commit them shall be cut off from among their people. "
2604,"Therefore shall ye keep mine ordinance, that ye commit not any 			 			 one of these abominable customs, which were committed before you, and 			 			 that ye defile not yourselves therein"
2605,"And the LORD spake unto Moses, saying, "
2606,"Ye shall fear every man his mother, and his father, and keep my 			 			 sabbaths"
2607,"Turn ye not unto idols, nor make to yourselves molten gods"
2608,"And if ye offer a sacrifice of peace offerings unto the LORD, ye 			 			 shall offer it at your own will. "
2609,"It shall be eaten the same day ye offer it, and on the morrow"
2610,"And if it be eaten at all on the third day, it is abominable; it 			 			 shall not be accepted. "
2611,"Therefore every one that eateth it shall bear his iniquity, 			 			 because he hath profaned the hallowed thing of the LORD"
2612,"And when ye reap the harvest of your land, thou shalt not wholly 			 			 reap the corners of thy field, neither shalt thou gather the gleanings 			 			 of thy harvest. "
2613,"And thou shalt not glean thy vineyard, neither shalt thou gather 			 			 every grape of thy vineyard; thou shalt leave them for the poor and 			 			 stranger"
2614,"Ye shall not steal, neither deal falsely, neither lie one to 			 			 another. "
2615,"And ye shall not swear by my name falsely, neither shalt thou 			 			 profane the name of thy God"
2616,"Thou shalt not defraud thy neighbour, neither rob him"
2617,"Thou shalt not curse the deaf, nor put a stumblingblock before 			 			 the blind, but shalt fear thy God"
2618,Ye shall do no unrighteousness in judgment
2619,Thou shalt not go up and down as a talebearer among thy people
2620,Thou shalt not hate thy brother in thine heart
2621,"Thou shalt not avenge, nor bear any grudge against the children 			 			 of thy people, but thou shalt love thy neighbour as thyself"
2622,Ye shall keep my statutes. Thou shalt not let thy cattle gender 			 			 with a diverse kind
2623,"And whosoever lieth carnally with a woman, that is a bondmaid, 			 			 betrothed to an husband, and not at all redeemed, nor freedom given 			 			 her; she shall be scourged; they shall not be put to death, because 			 			 she was not free. "
2624,"And he shall bring his trespass offering unto the LORD, unto the 			 			 door of the tabernacle of the congregation, even a ram for a trespass 			 			 offering. "
2625,And the priest shall make an atonement for him with the ram of 			 			 the trespass offering before the LORD for his sin which he hath done
2626,"And when ye shall come into the land, and shall have planted all 			 			 manner of trees for food, then ye shall count the fruit thereof as 			 			 uncircumcised"
2627,But in the fourth year all the fruit thereof shall be holy to 			 			 praise the LORD withal. 
2628,"And in the fifth year shall ye eat of the fruit thereof, that it 			 			 may yield unto you the increase thereof"
2629,Ye shall not eat any thing with the blood
2630,"Ye shall not round the corners of your heads, neither shalt thou 			 			 mar the corners of thy beard. "
2631,"Ye shall not make any cuttings in your flesh for the dead, nor 			 			 print any marks upon you"
2632,"Do not prostitute thy daughter, to cause her to be a whore; lest 			 			 the land fall to whoredom, and the land become full of wickedness. "
2633,"Ye shall keep my sabbaths, and reverence my sanctuary"
2634,"Regard not them that have familiar spirits, neither seek after 			 			 wizards, to be defiled by them"
2635,"Thou shalt rise up before the hoary head, and honour the face of 			 			 the old man, and fear thy God"
2636,"And if a stranger sojourn with thee in your land, ye shall not 			 			 vex him. "
2637,"But the stranger that dwelleth with you shall be unto you as one 			 			 born among you, and thou shalt love him as thyself; for ye were 			 			 strangers in the land of Egypt"
2638,"Ye shall do no unrighteousness in judgment, in meteyard, in 			 			 weight, or in measure. "
2639,"Just balances, just weights, a just ephah, and a just hin, shall 			 			 ye have"
2640,"Therefore shall ye observe all my statutes, and all my 			 			 judgments, and do them"
2641,"And the LORD spake unto Moses, saying, "
2642,"And I will set my face against that man, and will cut him off 			 			 from among his people; because he hath given of his seed unto Molech, 			 			 to defile my sanctuary, and to profane my holy name. "
2643,"And if the people of the land do any ways hide their eyes from 			 			 the man, when he giveth of his seed unto Molech, and kill him not"
2644,"And the soul that turneth after such as have familiar spirits, 			 			 and after wizards, to go a whoring after them, I will even set my face 			 			 against that soul, and will cut him off from among his people. "
2645,"Sanctify yourselves therefore, and be ye holy"
2646,"And ye shall keep my statutes, and do them"
2647,For every one that curseth his father or his mother shall be 			 			 surely put to death
2648,"And the man that committeth adultery with another man's wife, 			 			 even he that committeth adultery with his neighbour's wife, the 			 			 adulterer and the adulteress shall surely be put to death. "
2649,And the man that lieth with his father's wife hath uncovered his 			 			 father's nakedness
2650,"And if a man lie with his daughter in law, both of them shall 			 			 surely be put to death"
2651,"If a man also lie with mankind, as he lieth with a woman, both 			 			 of them have committed an abomination"
2652,"And if a man take a wife and her mother, it is wickedness"
2653,"And if a man lie with a beast, he shall surely be put to death"
2654,"And if a woman approach unto any beast, and lie down thereto, 			 			 thou shalt kill the woman, and the beast"
2655,"And if a man shall take his sister, his father's daughter, or 			 			 his mother's daughter, and see her nakedness, and she see his 			 			 nakedness; it is a wicked thing; and they shall be cut off in the 			 			 sight of their people"
2656,"And if a man shall lie with a woman having her sickness, and 			 			 shall uncover her nakedness; he hath discovered her fountain, and she 			 			 hath uncovered the fountain of her blood"
2657,"And thou shalt not uncover the nakedness of thy mother's sister, 			 			 nor of thy father's sister"
2658,"And if a man shall lie with his uncle's wife, he hath uncovered 			 			 his uncle's nakedness"
2659,"And if a man shall take his brother's wife, it is an unclean 			 			 thing"
2660,"Ye shall therefore keep all my statutes, and all my judgments, 			 			 and do them"
2661,"And ye shall not walk in the manners of the nation, which I cast 			 			 out before you"
2662,"But I have said unto you, Ye shall inherit their land, and I 			 			 will give it unto you to possess it, a land that floweth with milk and 			 			 honey"
2663,"Ye shall therefore put difference between clean beasts and 			 			 unclean, and between unclean fowls and clean"
2664,And ye shall be holy unto me
2665,"A man also or woman that hath a familiar spirit, or that is a 			 			 wizard, shall surely be put to death"
2666,"And the LORD said unto Moses, Speak unto the priests the sons of 			 			 Aaron, and say unto them, There shall none be defiled for the dead 			 			 among his people"
2667,"And for his sister a virgin, that is nigh unto him, which hath 			 			 had no husband; for her may he be defiled. "
2668,"But he shall not defile himself, being a chief man among his 			 			 people, to profane himself. "
2669,"They shall not make baldness upon their head, neither shall they 			 			 shave off the corner of their beard, nor make any cuttings in their 			 			 flesh. "
2670,"They shall be holy unto their God, and not profane the name of 			 			 their God"
2671,"They shall not take a wife that is a whore, or profane; neither 			 			 shall they take a woman put away from her husband"
2672,Thou shalt sanctify him therefore; for he offereth the bread of 			 			 thy God
2673,"And the daughter of any priest, if she profane herself by playing 			 			 the whore, she profaneth her father"
2674,"And he that is the high priest among his brethren, upon whose 			 			 head the anointing oil was poured, and that is consecrated to put on 			 			 the garments, shall not uncover his head, nor rend his clothes; "
2675,And he shall take a wife in her virginity. 
2676,"A widow, or a divorced woman, or profane, or an harlot, these 			 			 shall he not take"
2677,Neither shall he profane his seed among his people
2678,"And the LORD spake unto Moses, saying, "
2679,"For whatsoever man he be that hath a blemish, he shall not 			 			 approach"
2680,"He shall eat the bread of his God, both of the most holy, and of 			 			 the holy. "
2681,"Only he shall not go in unto the vail, nor come nigh unto the 			 			 altar, because he hath a blemish; that he profane not my sanctuaries"
2682,"And Moses told it unto Aaron, and to his sons, and unto all the 			 			 children of Israel. "
2683,"And the LORD spake unto Moses, saying, "
2684,"Say unto them, Whosoever he be of all your seed among your 			 			 generations, that goeth unto the holy things, which the children of 			 			 Israel hallow unto the LORD, having his uncleanness upon him, that 			 			 soul shall be cut off from my presence"
2685,"What man soever of the seed of Aaron is a leper, or hath a 			 			 running issue; he shall not eat of the holy things, until he be clean. 			 			 And whoso toucheth any thing that is unclean by the dead, or a man 			 			 whose seed goeth from him; "
2686,"And when the sun is down, he shall be clean, and shall afterward 			 			 eat of the holy things; because it is his food. "
2687,"That which dieth of itself, or is torn with beasts, he shall not 			 			 eat to defile himself therewith; I am the LORD. "
2688,"They shall therefore keep mine ordinance, lest they bear sin for 			 			 it, and die therefore, if they profane it"
2689,There shall no stranger eat of the holy thing
2690,"But if the priest buy any soul with his money, he shall eat of 			 			 it, and he that is born in his house"
2691,"If the priest's daughter also be married unto a stranger, she 			 			 may not eat of an offering of the holy things. "
2692,"But if the priest's daughter be a widow, or divorced, and have 			 			 no child, and is returned unto her father's house, as in her youth, 			 			 she shall eat of her father's meat"
2693,"And if a man eat of the holy thing unwittingly, then he shall 			 			 put the fifth part thereof unto it, and shall give it unto the priest 			 			 with the holy thing. "
2694,"And they shall not profane the holy things of the children of 			 			 Israel, which they offer unto the LORD; "
2695,"And the LORD spake unto Moses, saying, "
2696,"But whatsoever hath a blemish, that shall ye not offer"
2697,"And whosoever offereth a sacrifice of peace offerings unto the 			 			 LORD to accomplish his vow, or a freewill offering in beeves or sheep, 			 			 it shall be perfect to be accepted; there shall be no blemish therein. "
2698,"Blind, or broken, or maimed, or having a wen, or scurvy, or 			 			 scabbed, ye shall not offer these unto the LORD, nor make an offering 			 			 by fire of them upon the altar unto the LORD. "
2699,"Either a bullock or a lamb that hath any thing superfluous or 			 			 lacking in his parts, that mayest thou offer for a freewill offering; 			 			 but for a vow it shall not be accepted. "
2700,"Ye shall not offer unto the LORD that which is bruised, or 			 			 crushed, or broken, or cut; neither shall ye make any offering thereof 			 			 in your land. "
2701,"Neither from a stranger's hand shall ye offer the bread of your 			 			 God of any of these; because their corruption is in them, and 			 			 blemishes be in them"
2702,"And the LORD spake unto Moses, saying, "
2703,"And whether it be cow, or ewe, ye shall not kill it and her 			 			 young both in one day. "
2704,"And when ye will offer a sacrifice of thanksgiving unto the 			 			 LORD, offer it at your own will. "
2705,On the same day it shall be eaten up; ye shall leave none of it 			 			 until the morrow
2706,"Therefore shall ye keep my commandments, and do them"
2707,Neither shall ye profane my holy name; but I will be hallowed 			 			 among the children of Israel
2708,"And the LORD spake unto Moses, saying, "
2709,Six days shall work be done
2710,"These are the feasts of the LORD, even holy convocations, which 			 			 ye shall proclaim in their seasons. "
2711,In the fourteenth day of the first month at even is the LORD's 			 			 passover. 
2712,And on the fifteenth day of the same month is the feast of 			 			 unleavened bread unto the LORD
2713,In the first day ye shall have an holy convocation
2714,But ye shall offer an offering made by fire unto the LORD seven 			 			 days
2715,"And the LORD spake unto Moses, saying, "
2716,And ye shall offer that day when ye wave the sheaf an he lamb 			 			 without blemish of the first year for a burnt offering unto the LORD. 
2717,"And the meat offering thereof shall be two tenth deals of fine 			 			 flour mingled with oil, an offering made by fire unto the LORD for a 			 			 sweet savour"
2718,"And ye shall eat neither bread, nor parched corn, nor green 			 			 ears, until the selfsame day that ye have brought an offering unto 			 			 your God"
2719,"And ye shall count unto you from the morrow after the sabbath, 			 			 from the day that ye brought the sheaf of the wave offering; seven 			 			 sabbaths shall be complete"
2720,Ye shall bring out of your habitations two wave loaves of two 			 			 tenth deals; they shall be of fine flour; they shall be baken with 			 			 leaven; they are the firstfruits unto the LORD. 
2721,"And ye shall offer with the bread seven lambs without blemish of 			 			 the first year, and one young bullock, and two rams"
2722,"Then ye shall sacrifice one kid of the goats for a sin offering, 			 			 and two lambs of the first year for a sacrifice of peace offerings. "
2723,"And the priest shall wave them with the bread of the firstfruits 			 			 for a wave offering before the LORD, with the two lambs"
2724,"And ye shall proclaim on the selfsame day, that it may be an 			 			 holy convocation unto you"
2725,"And when ye reap the harvest of your land, thou shalt not make 			 			 clean riddance of the corners of thy field when thou reapest, neither 			 			 shalt thou gather any gleaning of thy harvest"
2726,"And the LORD spake unto Moses, saying, "
2727,Ye shall do no servile work therein
2728,"And the LORD spake unto Moses, saying, "
2729,And ye shall do no work in that same day
2730,"For whatsoever soul it be that shall not be afflicted in that 			 			 same day, he shall be cut off from among his people. "
2731,"And whatsoever soul it be that doeth any work in that same day, 			 			 the same soul will I destroy from among his people. "
2732,Ye shall do no manner of work
2733,"It shall be unto you a sabbath of rest, and ye shall afflict 			 			 your souls"
2734,"And the LORD spake unto Moses, saying, "
2735,On the first day shall be an holy convocation
2736,Seven days ye shall offer an offering made by fire unto the 			 			 LORD
2737,"These are the feasts of the LORD, which ye shall proclaim to be 			 			 holy convocations, to offer an offering made by fire unto the LORD, a 			 			 burnt offering, and a meat offering, a sacrifice, and drink offerings, 			 			 every thing upon his day"
2738,"Also in the fifteenth day of the seventh month, when ye have 			 			 gathered in the fruit of the land, ye shall keep a feast unto the LORD 			 			 seven days"
2739,"And ye shall take you on the first day the boughs of goodly 			 			 trees, branches of palm trees, and the boughs of thick trees, and 			 			 willows of the brook; and ye shall rejoice before the LORD your God 			 			 seven days. "
2740,And ye shall keep it a feast unto the LORD seven days in the 			 			 year. 
2741,Ye shall dwell in booths seven days; all that are Israelites 			 			 born shall dwell in booths
2742,And Moses declared unto the children of Israel the feasts of the 			 			 LORD. 
2743,"And the LORD spake unto Moses, saying, "
2744,"Without the vail of the testimony, in the tabernacle of the 			 			 congregation, shall Aaron order it from the evening unto the morning 			 			 before the LORD continually"
2745,He shall order the lamps upon the pure candlestick before the 			 			 LORD continually. 
2746,"And thou shalt take fine flour, and bake twelve cakes thereof"
2747,"And thou shalt set them in two rows, six on a row, upon the pure 			 			 table before the LORD. "
2748,"And thou shalt put pure frankincense upon each row, that it may 			 			 be on the bread for a memorial, even an offering made by fire unto the 			 			 LORD. "
2749,"Every sabbath he shall set it in order before the LORD 			 			 continually, being taken from the children of Israel by an everlasting 			 			 covenant. "
2750,And it shall be Aaron's and his sons'; and they shall eat it in 			 			 the holy place
2751,"And the son of an Israelitish woman, whose father was an 			 			 Egyptian, went out among the children of Israel"
2752,"And the LORD spake unto Moses, saying, "
2753,"And thou shalt speak unto the children of Israel, saying, 			 			 Whosoever curseth his God shall bear his sin. "
2754,"And he that blasphemeth the name of the LORD, he shall surely be 			 			 put to death, and all the congregation shall certainly stone him"
2755,And he that killeth any man shall surely be put to death. 
2756,And he that killeth a beast shall make it good; beast for beast. 
2757,"And if a man cause a blemish in his neighbour; as he hath done, 			 			 so shall it be done to him; "
2758,"And he that killeth a beast, he shall restore it"
2759,"Ye shall have one manner of law, as well for the stranger, as 			 			 for one of your own country"
2760,"And Moses spake to the children of Israel, that they should 			 			 bring forth him that had cursed out of the camp, and stone him with 			 			 stones. And the children of Israel did as the LORD commanded Moses. "
2761,"And the LORD spake unto Moses in mount Sinai, saying, "
2762,"Six years thou shalt sow thy field, and six years thou shalt 			 			 prune thy vineyard, and gather in the fruit thereof; "
2763,"That which groweth of its own accord of thy harvest thou shalt 			 			 not reap, neither gather the grapes of thy vine undressed"
2764,"And the sabbath of the land shall be meat for you; for thee, and 			 			 for thy servant, and for thy maid, and for thy hired servant, and for 			 			 thy stranger that sojourneth with thee. "
2765,"And for thy cattle, and for the beast that are in thy land, shall 			 			 all the increase thereof be meat. "
